customerID,MonthlyCharges,TotalCharges,tenure,Churn,Contract,InternetService,PaymentMethod,PaperlessBilling
4803-LBYPN,20.8,635.9,34,No,Month-to-month,No,Mailed check,No
5759-RCVCB,35.2,108.95,3,Yes,Month-to-month,DSL,Credit card (automatic),No
6372-RFVNS,78.8,78.8,1,Yes,Month-to-month,Fiber optic,Electronic check,No
2139-FQHLM,89.95,1682.4,19,No,Month-to-month,Fiber optic,Mailed check,No
8261-GWDBQ,116.05,6925.9,60,No,Two year,Fiber optic,Bank transfer (automatic),Yes
1093-YSWCA,19.55,223.15,11,No,Two year,No,Credit card (automatic),No
8938-UMKPI,106.4,5127.95,47,Yes,Month-to-month,Fiber optic,Electronic check,Yes
0991-BRRFB,49.4,874.8,18,Yes,Month-to-month,DSL,Electronic check,No
3882-IYOIJ,115.25,6758.45,60,No,Two year,Fiber optic,Credit card (automatic),No
8749-TZYEC,24.8,1874.3,72,No,Two year,No,Credit card (automatic),No
1755-FZQEC,19.9,791.15,39,No,One year,No,Mailed check,No
3115-JPJDD,81.25,4639.45,59,No,One year,Fiber optic,Credit card (automatic),Yes
5600-KTXFM,69.95,143.9,2,No,Month-to-month,Fiber optic,Mailed check,No
3871-IKPYH,69.1,69.1,1,Yes,Month-to-month,Fiber optic,Electronic check,No
6319-IEJWJ,90.2,1776.55,20,Yes,Month-to-month,Fiber optic,Electronic check,Yes
9025-AOMKI,93.55,536.4,6,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
6339-TBELP,86.4,6172.0,71,No,Two year,Fiber optic,Credit card (automatic),Yes
7964-YESJC,66.3,1559.45,24,No,Month-to-month,DSL,Mailed check,No
6173-GOLSU,94.65,6079.0,67,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
5275-SQEIZ,80.85,80.85,1,Yes,Month-to-month,Fiber optic,Mailed check,Yes
7716-YTYHG,82.05,4029.95,48,Yes,One year,Fiber optic,Mailed check,Yes
9938-ZREHM,72.1,2658.4,37,No,One year,DSL,Mailed check,No
7950-XWOVN,34.7,383.55,11,No,Month-to-month,DSL,Mailed check,No
4390-KYULV,20.55,51.15,3,Yes,Month-to-month,No,Credit card (automatic),Yes
4647-MUZON,95.95,1745.5,18,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
9702-AIUJO,44.8,2230.85,50,No,One year,DSL,Bank transfer (automatic),Yes
8849-PRIQJ,109.4,7281.6,67,No,One year,Fiber optic,Electronic check,Yes
8851-RAGOV,71.05,1837.7,25,No,Month-to-month,DSL,Mailed check,Yes
1304-NECVQ,78.55,149.55,2,Yes,Month-to-month,Fiber optic,Electronic check,Yes
5396-IZEPB,19.7,180.7,9,No,Month-to-month,No,Credit card (automatic),No
1729-VLAZJ,40.25,411.45,10,No,One year,DSL,Mailed check,No
8285-ABVLB,19.85,1328.35,70,No,Two year,No,Credit card (automatic),No
0701-TJSEF,68.25,576.95,9,No,Month-to-month,DSL,Bank transfer (automatic),Yes
5712-VBOXD,20.15,68.45,4,No,Month-to-month,No,Credit card (automatic),Yes
6629-LADHQ,50.95,123.05,2,No,Month-to-month,DSL,Mailed check,No
8945-GRKHX,78.65,78.65,1,Yes,Month-to-month,Fiber optic,Electronic check,No
1559-DTODC,25.15,468.35,19,No,Month-to-month,DSL,Bank transfer (automatic),Yes
4797-MIWUM,20.25,174.7,7,No,Month-to-month,No,Bank transfer (automatic),Yes
6959-UWKHF,42.9,42.9,1,Yes,Month-to-month,DSL,Electronic check,Yes
8720-RQSBJ,44.0,44.0,1,No,Month-to-month,DSL,Electronic check,No
4537-CIBHB,20.25,172.35,9,No,One year,No,Mailed check,No
3815-SLMEF,34.25,139.35,3,Yes,Month-to-month,DSL,Mailed check,No
5154-VEKBL,58.5,539.85,9,Yes,Month-to-month,DSL,Mailed check,No
4324-AHJKS,55.8,300.4,5,No,Month-to-month,DSL,Credit card (automatic),No
4355-CVPVS,88.9,4968.0,56,No,One year,Fiber optic,Bank transfer (automatic),No
4495-LHSSK,57.65,992.7,18,No,Month-to-month,DSL,Mailed check,No
5655-JSMZM,96.2,4718.25,49,Yes,Month-to-month,Fiber optic,Electronic check,Yes
5915-ANOEI,79.15,5536.5,70,No,Two year,DSL,Mailed check,No
9861-PDSZP,108.05,7806.6,72,No,Two year,Fiber optic,Credit card (automatic),Yes
4505-EXZHB,74.4,434.1,6,Yes,Month-to-month,Fiber optic,Electronic check,No
7225-CBZPL,94.8,1563.9,17,No,Month-to-month,Fiber optic,Electronic check,Yes
6704-UTUKK,45.9,1332.4,29,No,Month-to-month,DSL,Electronic check,Yes
4587-VVTOX,105.3,545.2,6,Yes,Month-to-month,Fiber optic,Electronic check,Yes
2019-HDCZY,102.6,6296.75,63,No,Two year,Fiber optic,Electronic check,No
4652-NNHNY,73.85,1284.2,16,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
8788-DOXSU,61.35,3645.5,59,No,One year,DSL,Bank transfer (automatic),Yes
7404-JLKQG,57.55,161.45,3,No,Month-to-month,DSL,Electronic check,No
7421-ZLUPA,29.25,226.95,8,No,Month-to-month,DSL,Mailed check,Yes
8972-HJWNV,84.55,646.85,7,Yes,Month-to-month,Fiber optic,Electronic check,Yes
3274-NSDWE,19.6,1441.65,68,No,Two year,No,Credit card (automatic),No
2632-IVXVF,111.75,7511.3,68,No,Two year,Fiber optic,Credit card (automatic),No
3692-JHONH,106.5,5621.85,52,No,One year,Fiber optic,Electronic check,Yes
8915-NNTRC,107.7,7919.8,72,No,Two year,Fiber optic,Credit card (automatic),Yes
5914-GXMDA,19.3,593.2,32,No,One year,No,Mailed check,No
7463-IFMQU,20.05,1423.65,72,No,Two year,No,Bank transfer (automatic),No
2920-RNCEZ,69.95,69.95,1,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
2541-YGPKE,63.7,2763.35,42,No,One year,DSL,Credit card (automatic),No
8515-OCTJS,24.75,692.1,25,Yes,Two year,No,Credit card (automatic),No
5382-TEMLV,50.9,2298.55,45,No,Month-to-month,DSL,Bank transfer (automatic),Yes
3441-CGZJH,60.4,2640.55,43,No,One year,DSL,Credit card (automatic),Yes
9592-ERDKV,79.25,2911.8,37,No,One year,DSL,Mailed check,No
2860-RANUS,85.8,1727.5,20,Yes,Month-to-month,Fiber optic,Credit card (automatic),Yes
5261-QSHQM,24.45,86.6,4,Yes,Month-to-month,DSL,Electronic check,Yes
4778-IZARL,110.1,6705.7,63,No,Two year,Fiber optic,Credit card (automatic),Yes
0432-CAJZV,90.7,237.65,3,No,Month-to-month,Fiber optic,Mailed check,No
7008-LZVOZ,25.3,1672.35,66,No,Two year,No,Credit card (automatic),Yes
8868-WOZGU,105.7,2979.5,28,Yes,Month-to-month,Fiber optic,Electronic check,Yes
1200-TUZHR,85.2,695.75,8,No,Month-to-month,Fiber optic,Electronic check,No
9365-CSLBQ,24.35,1654.6,71,No,Two year,No,Mailed check,No
1334-FJSVR,24.25,24.25,1,Yes,Month-to-month,DSL,Electronic check,Yes
5884-FBCTL,25.1,1857.85,72,No,Two year,No,Bank transfer (automatic),No
7130-CTCUS,54.55,825.1,16,No,Month-to-month,DSL,Bank transfer (automatic),Yes
6242-FEGFD,96.6,6424.25,66,No,Two year,Fiber optic,Mailed check,No
7625-XCQRH,76.5,837.95,11,Yes,Month-to-month,Fiber optic,Electronic check,Yes
6194-HBGQN,81.15,4126.2,51,No,One year,DSL,Credit card (automatic),Yes
7634-WSWDB,38.5,330.8,8,No,Month-to-month,DSL,Electronic check,Yes
6986-IXNDM,92.9,1337.45,14,No,Month-to-month,Fiber optic,Electronic check,Yes
1731-TVIUK,93.5,362.2,4,Yes,Month-to-month,Fiber optic,Electronic check,Yes
2987-BJXIK,84.7,5991.05,70,No,Two year,DSL,Mailed check,No
9769-TSBZE,66.0,4891.5,70,No,Two year,DSL,Electronic check,No
0406-BPDVR,101.5,5373.1,54,Yes,One year,Fiber optic,Credit card (automatic),Yes
0618-XWMSS,74.9,2068.55,28,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
1395-WSWXR,20.75,487.05,24,No,Two year,No,Mailed check,No
6023-GSSXW,61.45,4131.2,69,No,Two year,DSL,Credit card (automatic),Yes
6752-APNJL,54.5,2301.15,42,No,Month-to-month,DSL,Mailed check,No
5276-KQWHG,69.6,131.65,2,Yes,Month-to-month,Fiber optic,Electronic check,Yes
0420-HLGXF,99.75,4036.0,39,No,Month-to-month,Fiber optic,Electronic check,Yes
7446-KQISO,109.75,4900.65,45,No,Two year,Fiber optic,Bank transfer (automatic),Yes
9823-EALYC,80.85,5727.45,72,No,Two year,DSL,Bank transfer (automatic),Yes
0582-AVCLN,20.3,743.05,38,No,Two year,No,Mailed check,No
5803-NQJZO,67.8,4804.65,72,No,Two year,DSL,Bank transfer (automatic),Yes
2565-JSLRY,24.05,24.05,1,Yes,Month-to-month,No,Mailed check,Yes
2607-DHDAK,19.8,1414.65,72,No,Two year,No,Credit card (automatic),Yes
1073-XXCZD,25.7,1443.65,55,No,Two year,No,Bank transfer (automatic),No
0743-HRVFF,56.15,2898.95,51,No,One year,DSL,Electronic check,Yes
4006-HKYHO,86.7,5309.5,63,No,Two year,DSL,Bank transfer (automatic),Yes
3727-JEZTU,20.4,20.4,1,No,Month-to-month,No,Mailed check,No
8143-ETQTI,19.65,451.55,23,No,Two year,No,Mailed check,Yes
6689-KXGBO,50.55,50.55,1,Yes,Month-to-month,DSL,Electronic check,No
9667-TKTVZ,54.35,117.05,2,No,Month-to-month,DSL,Mailed check,Yes
3657-COGMW,108.1,5839.3,52,No,Month-to-month,Fiber optic,Credit card (automatic),No
8570-KLJYJ,54.45,1893.5,36,No,One year,DSL,Mailed check,No
7754-IXRMC,45.35,45.35,1,No,Month-to-month,DSL,Mailed check,No
9473-CBZOP,59.0,1654.45,28,No,One year,DSL,Mailed check,No
2969-WGHQO,69.45,477.05,7,No,One year,DSL,Electronic check,No
6615-NGGZJ,100.55,1415.55,14,Yes,Month-to-month,Fiber optic,Electronic check,Yes
4334-HOWRP,64.95,4546.0,72,No,Two year,DSL,Credit card (automatic),Yes
4255-DDUOU,20.5,20.5,1,Yes,Month-to-month,No,Mailed check,Yes
5863-OOKCL,18.85,163.2,10,No,Month-to-month,No,Mailed check,No
1686-STUHN,19.8,849.9,42,No,One year,No,Bank transfer (automatic),No
1329-VHWNP,25.05,189.95,7,No,Month-to-month,DSL,Bank transfer (automatic),No
2984-MIIZL,74.8,321.9,4,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
0266-GMEAO,114.3,8058.55,72,No,Two year,Fiber optic,Credit card (automatic),Yes
5590-YRFJT,24.45,482.8,20,Yes,Month-to-month,DSL,Electronic check,Yes
5574-NXZIU,109.2,7049.75,63,No,Two year,Fiber optic,Credit card (automatic),No
0019-GFNTW,45.05,2560.1,56,No,Two year,DSL,Bank transfer (automatic),No
4256-ZWTZI,51.0,286.8,5,No,Month-to-month,DSL,Mailed check,Yes
8309-PPCED,110.45,7982.5,72,No,Two year,Fiber optic,Bank transfer (automatic),Yes
4098-NAUKP,84.65,5683.6,68,No,Month-to-month,Fiber optic,Electronic check,Yes
5196-WPYOW,60.05,3994.05,67,No,One year,DSL,Mailed check,No
4608-LCIMN,44.65,369.15,8,No,Month-to-month,DSL,Bank transfer (automatic),No
1485-YDHMM,93.25,4631.7,52,No,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
4054-CUMIA,20.25,401.95,18,No,Month-to-month,No,Mailed check,Yes
0603-TPMIB,25.45,1534.05,59,No,Two year,No,Mailed check,No
2525-GVKQU,20.6,1093.0,60,No,Two year,No,Mailed check,No
8161-QYMTT,94.1,701.3,7,No,Month-to-month,Fiber optic,Electronic check,Yes
9581-GVBXT,34.8,1980.3,59,No,One year,DSL,Mailed check,No
5862-BRIXZ,60.75,2893.4,46,No,Two year,DSL,Bank transfer (automatic),Yes
5404-GGUKR,51.35,262.3,5,No,Month-to-month,DSL,Electronic check,Yes
3308-JSGML,64.05,3886.85,59,No,Two year,DSL,Credit card (automatic),Yes
2126-GSEGL,84.8,5917.55,70,No,Two year,DSL,Bank transfer (automatic),Yes
3677-TNKIO,71.0,914.0,14,Yes,Month-to-month,Fiber optic,Credit card (automatic),Yes
0440-QEXBZ,50.15,2139.1,44,No,Month-to-month,DSL,Mailed check,Yes
2434-EEVDB,94.6,5948.7,64,No,Two year,Fiber optic,Credit card (automatic),Yes
6762-QVYJO,59.75,3624.35,58,No,Two year,DSL,Mailed check,No
6199-IWKGC,100.25,4753.85,46,No,One year,Fiber optic,Electronic check,No
2675-DHUTR,98.9,5780.7,58,No,Month-to-month,Fiber optic,Electronic check,Yes
8152-VETUR,97.7,6869.7,72,No,Two year,Fiber optic,Credit card (automatic),Yes
9667-EQRXU,40.3,1172.95,30,Yes,Month-to-month,DSL,Electronic check,Yes
7446-YPODE,60.25,662.95,11,No,Month-to-month,DSL,Bank transfer (automatic),No
9522-BNTHX,56.25,1765.95,34,No,Month-to-month,DSL,Electronic check,Yes
4676-WLUHT,46.2,2431.95,54,No,Two year,DSL,Bank transfer (automatic),No
3329-WDIOK,50.6,155.35,3,Yes,Month-to-month,DSL,Electronic check,Yes
7980-MHFLQ,24.9,1859.2,72,No,Two year,No,Mailed check,No
2873-ZLIWT,84.85,3303.05,40,Yes,Month-to-month,Fiber optic,Electronic check,Yes
3415-TAILE,65.7,134.35,2,Yes,Month-to-month,DSL,Mailed check,No
0757-WCUUZ,63.35,3409.1,54,No,Two year,DSL,Credit card (automatic),No
1629-DQQVB,50.1,709.5,14,No,Month-to-month,DSL,Bank transfer (automatic),No
1915-IOFGU,70.5,70.5,1,Yes,Month-to-month,Fiber optic,Electronic check,No
3045-XETSH,94.85,953.45,10,Yes,Month-to-month,Fiber optic,Electronic check,Yes
0374-AACSZ,50.15,50.15,1,No,Month-to-month,DSL,Electronic check,No
7239-HZZCX,19.75,19.75,1,Yes,Month-to-month,No,Mailed check,No
4872-VXRIL,64.65,3665.55,56,No,One year,DSL,Bank transfer (automatic),Yes
9140-CZQZZ,79.6,5515.8,68,No,Two year,DSL,Bank transfer (automatic),Yes
3423-HHXAO,19.5,272.0,14,No,One year,No,Mailed check,Yes
9938-TKDGL,99.55,6668.0,68,No,Two year,Fiber optic,Electronic check,Yes
0531-ZZJWQ,74.0,4052.4,55,No,Month-to-month,Fiber optic,Electronic check,Yes
6537-QLGEX,38.9,664.4,16,No,Month-to-month,DSL,Electronic check,Yes
2688-BHGOG,79.55,718.55,9,No,Month-to-month,Fiber optic,Electronic check,Yes
7683-CBDKJ,65.45,937.6,14,Yes,Month-to-month,DSL,Electronic check,Yes
0946-CLJTI,98.7,5812.6,58,Yes,Month-to-month,Fiber optic,Electronic check,Yes
3160-TYXLT,46.3,2546.85,53,No,Month-to-month,DSL,Bank transfer (automatic),Yes
1325-USMEC,99.35,6944.5,70,No,Two year,Fiber optic,Credit card (automatic),Yes
0916-QOFDP,95.8,1346.3,14,No,Month-to-month,Fiber optic,Electronic check,Yes
0628-CNQRM,67.5,1544.05,22,Yes,One year,DSL,Bank transfer (automatic),Yes
5606-AMZBO,78.15,765.15,10,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
6199-IPCAO,26.1,692.55,29,No,Two year,No,Mailed check,No
7665-TOALD,69.6,69.6,1,Yes,Month-to-month,Fiber optic,Electronic check,Yes
0112-QWPNC,84.35,4059.35,49,Yes,One year,DSL,Electronic check,No
0324-BRPCJ,100.2,6851.65,68,Yes,Month-to-month,Fiber optic,Electronic check,Yes
2777-PHDEI,78.05,78.05,1,Yes,Month-to-month,Fiber optic,Electronic check,No
5640-CAXOA,40.35,1187.05,30,No,One year,DSL,Credit card (automatic),Yes
2235-EZAIK,79.2,5401.9,72,No,Two year,DSL,Credit card (automatic),No
3847-BAERP,20.9,247.0,10,No,Month-to-month,No,Mailed check,Yes
1196-AMORA,73.6,520.0,7,Yes,Month-to-month,Fiber optic,Electronic check,No
4282-YMKNA,74.75,706.6,9,Yes,Month-to-month,Fiber optic,Electronic check,Yes
1453-RZFON,49.9,49.9,1,No,Month-to-month,DSL,Mailed check,No
8263-OKETD,68.9,1370.35,20,No,Month-to-month,DSL,Credit card (automatic),Yes
0670-KDOMA,20.25,20.25,1,No,Month-to-month,No,Mailed check,Yes
2476-YGEFM,76.0,2215.25,29,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
8687-BAFGU,74.0,74.0,1,No,Month-to-month,Fiber optic,Electronic check,No
0641-EVBOJ,82.3,214.4,3,No,Month-to-month,Fiber optic,Mailed check,Yes
0829-XXPLX,89.4,1871.15,20,No,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
9974-JFBHQ,99.15,6171.2,64,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
5356-RHIPP,20.2,20.2,1,Yes,Month-to-month,No,Mailed check,Yes
6624-JDRDS,29.45,161.45,6,No,Month-to-month,DSL,Bank transfer (automatic),No
0608-JDVEC,19.8,1013.2,50,No,Two year,No,Electronic check,No
9780-FKVVF,59.15,336.7,6,No,Month-to-month,DSL,Bank transfer (automatic),Yes
1919-RTPQD,44.75,333.65,7,No,Month-to-month,DSL,Electronic check,No
5214-NLTIT,90.8,6511.8,72,No,Two year,Fiber optic,Credit card (automatic),Yes
3345-PBBFH,49.55,393.45,8,No,Month-to-month,DSL,Bank transfer (automatic),Yes
5055-BRMNE,106.7,7009.5,67,No,Two year,Fiber optic,Credit card (automatic),No
9189-JWSHV,93.55,2264.05,24,Yes,Month-to-month,Fiber optic,Electronic check,Yes
2190-PHBHR,94.45,6921.7,72,No,Two year,Fiber optic,Credit card (automatic),Yes
2650-GYRYL,19.45,600.25,33,No,One year,No,Bank transfer (automatic),Yes
0746-JTRFU,25.05,56.35,2,Yes,Month-to-month,DSL,Electronic check,Yes
5208-FVQKB,67.95,4664.15,70,No,Two year,DSL,Mailed check,No
7184-LRUUR,65.25,1441.8,22,No,One year,DSL,Bank transfer (automatic),No
6627-CFOSN,99.45,5623.7,59,No,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
3982-JGSFD,20.35,695.85,36,No,One year,No,Credit card (automatic),Yes
1574-DYCWE,19.95,1028.75,51,No,Two year,No,Mailed check,No
7247-XOZPB,77.4,4155.95,53,No,One year,DSL,Bank transfer (automatic),No
2466-FCCPT,19.7,395.6,20,No,One year,No,Bank transfer (automatic),No
6211-WWLTF,99.7,6330.4,63,No,Two year,Fiber optic,Credit card (automatic),No
4826-TZEVA,74.8,2971.7,40,No,Month-to-month,Fiber optic,Credit card (automatic),No
6016-NXBNJ,19.15,638.0,35,No,One year,No,Mailed check,Yes
9138-EFSMO,78.95,2034.25,26,No,One year,Fiber optic,Bank transfer (automatic),No
0576-WNXXC,95.55,2510.2,27,Yes,Month-to-month,Fiber optic,Electronic check,Yes
4632-XJMEX,62.85,3419.5,53,No,One year,DSL,Credit card (automatic),No
8910-LEDAG,71.55,2427.35,34,No,Month-to-month,Fiber optic,Credit card (automatic),No
3452-GWUIN,94.95,1760.25,19,No,Month-to-month,Fiber optic,Electronic check,Yes
2716-GFZOR,86.1,3551.65,43,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
3724-UCSHY,19.55,122.9,6,No,Month-to-month,No,Mailed check,No
8626-XHBIE,24.8,1424.2,56,No,Two year,No,Mailed check,Yes
4628-CTTLA,39.3,2111.45,57,Yes,Month-to-month,DSL,Electronic check,Yes
3192-LNKRK,84.05,2909.95,34,No,Month-to-month,Fiber optic,Mailed check,Yes
4439-YRNVD,36.25,374.0,10,No,Month-to-month,DSL,Electronic check,No
2876-VBBBL,20.25,20.25,1,Yes,Month-to-month,No,Mailed check,Yes
6834-NXDCA,23.9,300.8,13,Yes,Month-to-month,DSL,Electronic check,Yes
2208-UGTGR,98.6,5581.05,56,No,Month-to-month,Fiber optic,Electronic check,No
3005-TYFRD,103.65,5676.65,55,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
8670-MEFCP,92.9,3379.25,36,No,Two year,DSL,Credit card (automatic),Yes
3079-BCHLN,19.9,942.95,47,No,One year,No,Bank transfer (automatic),No
7777-UNYHB,20.1,232.4,12,No,Month-to-month,No,Credit card (automatic),Yes
5597-GLBUC,85.45,85.45,1,Yes,Month-to-month,Fiber optic,Electronic check,Yes
7278-CKDNC,80.5,2088.45,24,No,Month-to-month,Fiber optic,Electronic check,Yes
2748-MYRVK,99.9,6137.0,63,Yes,One year,Fiber optic,Bank transfer (automatic),No
8450-UYIBU,39.85,1434.6,35,No,Month-to-month,DSL,Electronic check,Yes
2969-VAPYH,60.5,3870.0,67,No,One year,DSL,Credit card (automatic),No
4822-YCXMX,84.8,2043.45,25,Yes,Month-to-month,Fiber optic,Electronic check,Yes
7181-OQCUT,103.85,2215.0,21,No,Month-to-month,Fiber optic,Mailed check,No
8474-UMLNT,67.8,842.25,13,No,Month-to-month,DSL,Bank transfer (automatic),No
9821-POOTN,75.2,2576.2,35,Yes,Month-to-month,Fiber optic,Electronic check,Yes
3836-FZSDJ,24.85,1901.0,71,No,Two year,No,Bank transfer (automatic),No
9142-XMYJH,19.35,601.6,29,No,Month-to-month,No,Credit card (automatic),No
6559-ILWKJ,49.35,3515.25,71,Yes,Two year,DSL,Electronic check,No
0187-QSXOE,89.0,605.45,7,No,Month-to-month,Fiber optic,Electronic check,Yes
7733-UDMTP,55.0,3094.05,57,No,Month-to-month,DSL,Electronic check,Yes
2649-HWLYB,76.15,4929.55,65,No,Two year,DSL,Bank transfer (automatic),No
5214-CHIWJ,20.3,595.05,27,No,One year,No,Mailed check,No
4229-CZMLL,74.9,469.8,6,Yes,Month-to-month,Fiber optic,Electronic check,Yes
6904-JLBGY,117.35,8436.25,72,No,Two year,Fiber optic,Credit card (automatic),Yes
2465-BLLEU,19.75,19.75,1,No,Month-to-month,No,Mailed check,Yes
1685-VAYJF,45.2,492.0,11,No,Month-to-month,DSL,Credit card (automatic),No
8874-EJNSR,25.2,987.95,39,No,Two year,No,Mailed check,No
6917-YACBP,89.75,5496.9,59,No,Month-to-month,Fiber optic,Electronic check,Yes
5049-MUBWG,75.0,1908.35,26,No,One year,DSL,Bank transfer (automatic),No
4223-WOZCM,49.95,107.1,2,No,Month-to-month,DSL,Mailed check,No
0769-MURVM,65.7,4575.35,72,No,Two year,DSL,Bank transfer (automatic),No
9253-VIFJQ,67.05,4309.55,65,No,One year,DSL,Credit card (automatic),No
7030-FZTFM,110.9,7922.75,72,No,Two year,Fiber optic,Credit card (automatic),No
9741-YLNTD,87.95,522.35,6,No,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
5917-RYRMG,19.8,587.7,32,No,One year,No,Credit card (automatic),No
5120-ZBLAI,75.7,3876.2,50,No,One year,DSL,Bank transfer (automatic),No
1194-BHJYC,62.15,3778.85,61,No,Two year,DSL,Mailed check,Yes
3663-MITLP,101.25,1457.25,15,Yes,Month-to-month,Fiber optic,Electronic check,Yes
0906-QVPMS,115.15,8349.45,72,No,Two year,Fiber optic,Bank transfer (automatic),No
9025-ZRPVR,18.95,185.6,9,Yes,Month-to-month,No,Mailed check,Yes
1905-OEILC,19.5,19.5,1,No,Month-to-month,No,Mailed check,No
7858-GTZSP,86.55,1066.9,12,No,Month-to-month,Fiber optic,Electronic check,Yes
3285-UCQVC,28.6,973.55,37,Yes,Month-to-month,DSL,Credit card (automatic),No
6248-BSHKG,20.4,1226.45,61,No,One year,No,Mailed check,No
4685-TFLLS,19.8,342.3,18,No,One year,No,Bank transfer (automatic),No
3470-BTGQO,45.65,985.05,21,No,Month-to-month,DSL,Mailed check,No
1209-VFFOC,56.4,3948.45,68,No,Two year,DSL,Mailed check,Yes
8224-DWCKX,73.3,828.05,12,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
5482-PLVPE,24.35,41.85,2,Yes,Month-to-month,DSL,Electronic check,No
4553-DVPZG,101.35,6164.7,62,No,Month-to-month,Fiber optic,Electronic check,Yes
4902-OHLSK,98.65,2862.75,29,Yes,Month-to-month,Fiber optic,Electronic check,No
6917-IAYHD,33.6,33.6,1,No,Month-to-month,DSL,Mailed check,No
0495-ZBNGW,79.9,343.95,5,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
8620-RJPZN,20.7,20.7,1,No,Month-to-month,No,Electronic check,No
7572-KPVKK,104.05,6590.5,62,No,Two year,Fiber optic,Electronic check,Yes
2642-MAWLJ,20.25,717.95,36,No,Two year,No,Bank transfer (automatic),No
2357-COQEK,103.3,2890.65,28,Yes,Month-to-month,Fiber optic,Electronic check,Yes
7103-ZGVNT,73.7,4885.85,69,No,One year,DSL,Credit card (automatic),No
3737-GCSPV,96.2,1222.05,11,Yes,Month-to-month,Fiber optic,Credit card (automatic),Yes
2027-WKXMW,108.75,6871.7,63,No,Month-to-month,Fiber optic,Electronic check,Yes
7137-NAXML,20.15,405.6,23,No,One year,No,Bank transfer (automatic),No
2428-ZMCTB,19.75,208.25,10,No,Month-to-month,No,Credit card (automatic),No
2961-VNFKL,25.95,1801.9,71,No,Two year,No,Credit card (automatic),Yes
1768-HNVGJ,70.05,3062.45,45,No,Month-to-month,DSL,Electronic check,Yes
6963-KQYQB,24.05,1764.75,70,No,Two year,No,Mailed check,No
5934-RMPOV,84.75,1816.75,22,No,Month-to-month,Fiber optic,Electronic check,Yes
1207-BLKSA,23.05,1255.1,52,No,Two year,No,Mailed check,No
4088-YLDSU,104.15,5743.05,55,Yes,One year,Fiber optic,Electronic check,Yes
8316-BBQAY,59.95,3921.1,65,No,Two year,DSL,Credit card (automatic),No
1166-PQLGG,19.55,1463.45,72,No,Two year,No,Bank transfer (automatic),No
3146-JTQHR,19.6,189.45,10,No,One year,No,Bank transfer (automatic),No
4291-YZODP,20.05,96.8,7,No,One year,No,Mailed check,No
4395-PZMSN,85.55,408.5,5,No,Month-to-month,Fiber optic,Electronic check,Yes
6427-FEFIG,78.6,1846.65,24,No,Two year,DSL,Credit card (automatic),No
0017-IUDMW,116.8,8456.75,72,No,Two year,Fiber optic,Credit card (automatic),Yes
8706-HRADD,43.55,1011.5,21,No,Month-to-month,DSL,Mailed check,Yes
9955-QOPOY,60.8,4263.4,69,No,One year,DSL,Credit card (automatic),Yes
4385-ZKVNW,54.9,2549.1,44,No,Month-to-month,DSL,Bank transfer (automatic),Yes
5446-DKWYW,65.2,3965.05,61,No,One year,DSL,Electronic check,Yes
2034-CGRHZ,102.95,2496.7,24,Yes,Month-to-month,Fiber optic,Credit card (automatic),Yes
5797-APWZC,90.6,90.6,1,Yes,Month-to-month,Fiber optic,Electronic check,No
3683-QKIUE,50.8,288.05,6,Yes,Month-to-month,DSL,Bank transfer (automatic),Yes
4228-ZGYUW,90.05,368.1,4,Yes,Month-to-month,Fiber optic,Electronic check,Yes
9031-ZVQPT,108.2,7840.6,72,No,Two year,Fiber optic,Electronic check,Yes
2990-IAJSV,92.0,6632.75,72,No,Two year,DSL,Bank transfer (automatic),No
8107-KNCIM,75.1,1013.35,14,No,Month-to-month,Fiber optic,Electronic check,Yes
9027-YFHQJ,25.05,152.95,7,No,Month-to-month,No,Bank transfer (automatic),Yes
5176-LDKUH,75.15,3772.65,48,No,One year,Fiber optic,Electronic check,No
4644-OBGFZ,19.5,1026.35,55,No,One year,No,Mailed check,No
7926-IJOOU,19.3,19.3,1,No,Month-to-month,No,Credit card (automatic),No
6480-YAGIY,112.2,5031.85,45,No,One year,Fiber optic,Credit card (automatic),No
4029-HPFVY,70.3,220.4,3,No,Month-to-month,Fiber optic,Mailed check,Yes
7602-DBTOU,19.6,1416.5,71,No,Two year,No,Mailed check,No
5345-BMKWB,20.25,158.35,8,No,Month-to-month,No,Mailed check,No
3519-ZKXGG,75.85,256.6,3,Yes,Month-to-month,Fiber optic,Electronic check,Yes
