customerID,InternetService,Churn,tenure,MonthlyCharges,TotalCharges
2558-BUOZZ,Fiber optic,No,47,94.8,4535.85
9257-AZMTZ,No,No,52,20.1,1078.75
0003-MKNFE,DSL,No,9,59.9,542.4
0975-UYDTX,DSL,No,26,90.1,2312.55
7743-EXURX,DSL,Yes,8,51.05,415.05
4682-BLBUC,DSL,No,44,70.95,3250.45
0975-VOOVL,DSL,No,3,29.2,98.5
5968-VXZLG,DSL,No,2,46.6,87.9
5569-KGJHX,Fiber optic,Yes,9,85.35,754.65
4988-IQIGL,Fiber optic,Yes,1,75.35,75.35
5201-FRKKS,Fiber optic,No,25,74.3,1952.25
9799-CAYJJ,Fiber optic,No,2,69.3,153.8
7730-IUTDZ,Fiber optic,Yes,43,75.2,3198.6
0426-TIRNE,No,Yes,1,20.9,20.9
5443-SCMKX,Fiber optic,No,58,94.3,5610.15
8295-KMENE,DSL,No,59,76.45,4519.5
6738-ISCBM,DSL,No,44,54.0,2440.25
9821-BESNZ,Fiber optic,No,66,104.25,6860.6
3678-MNGZX,No,No,68,19.95,1377.7
1335-NTIUC,DSL,No,9,24.95,190.25
2916-BQZLN,Fiber optic,No,19,84.75,1651.95
4558-CGYCZ,No,No,4,19.75,78.3
2368-GAKKQ,Fiber optic,No,70,113.65,7939.25
8710-YGLWG,DSL,No,1,44.9,44.9
3199-XGZCY,Fiber optic,No,8,75.25,576.7
3785-KTYSH,No,No,53,24.6,1279.0
6814-ZPWFQ,No,No,51,25.0,1260.7
4063-EIKNQ,No,No,11,20.95,267.35
6993-YCOBK,Fiber optic,No,60,110.6,6586.85
5206-HPJKM,DSL,No,17,55.5,934.15
7587-RZNME,DSL,Yes,3,43.3,123.65
0748-RDGGM,Fiber optic,Yes,70,109.5,7534.65
8393-JMVMB,No,No,1,19.45,19.45
5019-GQVCR,Fiber optic,No,43,84.85,3645.6
6036-TTFYU,No,No,16,19.6,314.45
2550-AEVRU,DSL,No,57,53.45,3053.0
0969-RGKCU,No,No,37,19.8,677.05
0378-CJKPV,Fiber optic,No,72,112.1,7965.95
4706-AXVKM,Fiber optic,Yes,11,84.8,906.85
5889-JTMUL,Fiber optic,Yes,50,95.05,4888.7
9026-RNUJS,DSL,Yes,5,50.35,237.25
3746-EUBYR,Fiber optic,Yes,1,74.6,74.6
2332-EFBJY,No,Yes,16,19.7,342.4
2880-FPNAE,Fiber optic,No,2,74.2,140.1
1703-MGIAB,DSL,No,17,69.0,1108.0
4311-QTTAI,No,No,16,19.35,295.55
9474-PHLYD,DSL,Yes,15,59.45,892.65
4318-RAJVY,No,No,10,19.8,198.25
2165-VOEGB,Fiber optic,Yes,46,105.2,4822.85
3612-YUNGG,Fiber optic,No,64,109.2,6741.15
2254-DLXRI,Fiber optic,No,1,79.15,79.15
5062-CJJKH,DSL,No,25,53.65,1355.45
9028-LIHRP,Fiber optic,No,71,100.2,7209.0
2219-MVUSO,DSL,Yes,8,45.15,438.4
1053-MXTTK,Fiber optic,No,72,108.65,7726.35
1530-ZTDOZ,DSL,No,49,40.65,2070.75
1301-LOPVR,DSL,No,29,55.35,1636.95
0853-TWRVK,Fiber optic,No,72,105.6,7581.5
8914-RBTSB,Fiber optic,Yes,31,93.8,3019.5
6212-ATMLK,Fiber optic,No,50,95.7,4729.75
8200-LGKSR,DSL,No,71,83.2,6126.1
1568-BEKZM,DSL,No,70,90.05,6333.4
0670-ANMUU,Fiber optic,No,71,97.65,6687.85
6897-RWMUB,DSL,No,61,68.05,4158.25
0963-ZBDRN,Fiber optic,Yes,32,96.2,3183.4
7594-RQHXR,Fiber optic,Yes,1,79.6,79.6
6999-CHVCF,Fiber optic,No,68,102.1,7149.35
6134-KWTBV,No,No,62,23.4,1429.65
1077-HUUJM,Fiber optic,No,7,71.05,472.65
6331-EWIEB,Fiber optic,Yes,20,85.25,1734.5
0895-LNKRC,No,No,6,19.45,113.5
2045-BMBTJ,DSL,No,33,59.45,1884.65
8417-GSODA,Fiber optic,No,28,92.2,2568.15
5171-EPLKN,No,No,27,19.85,470.0
4452-QIIEB,DSL,No,7,43.9,278.4
5998-VVEJY,Fiber optic,Yes,26,80.5,2088.8
1624-NALOJ,Fiber optic,Yes,5,89.8,502.6
6741-EGCBI,Fiber optic,No,30,90.5,2595.85
7820-ZYGNY,Fiber optic,No,63,90.45,5825.5
4317-VTEOA,DSL,Yes,1,50.75,50.75
9677-AVKED,DSL,No,53,84.6,4449.75
1670-SVOWZ,Fiber optic,Yes,14,89.65,1208.35
2227-JRSJX,Fiber optic,No,21,99.15,1956.4
9847-HNVGP,No,No,17,19.95,310.6
6696-YDAYZ,No,No,16,20.5,290.55
8980-WQFWL,DSL,No,35,62.1,2096.1
1730-ZMAME,Fiber optic,No,32,79.5,2665.0
6506-EYCNH,No,No,28,19.55,543.8
4634-JLRJT,No,No,1,20.35,20.35
9501-UKKNL,DSL,No,59,51.7,3005.8
2560-QTSBS,No,No,72,23.3,1623.15
7541-YLXCL,DSL,Yes,36,65.4,2498.4
4795-WRNVT,DSL,No,40,65.1,2586.0
6080-TCMYC,Fiber optic,No,40,81.2,3292.3
0260-ZDLGK,DSL,Yes,9,72.9,651.4
7860-UXCRM,DSL,No,63,74.5,4674.55
6357-JJPQT,Fiber optic,No,3,80.5,232.35
2292-XQWSV,DSL,No,40,60.3,2448.5
9552-TGUZV,Fiber optic,No,8,75.0,658.1
5913-INRQV,Fiber optic,No,34,90.15,3128.8
8722-NGNBH,DSL,Yes,5,40.0,223.45
6210-KBBPI,Fiber optic,Yes,9,99.45,919.4
9643-YBLUR,DSL,No,9,69.05,653.95
8734-FNWVH,DSL,No,31,59.7,1825.5
9447-YPTBX,No,No,50,19.85,943.1
0133-BMFZO,Fiber optic,Yes,2,86.25,181.65
6128-CZOMY,DSL,Yes,1,45.65,45.65
9540-JYROE,Fiber optic,Yes,8,70.1,551.35
9026-LHEVG,DSL,No,9,40.75,359.4
2260-USTRB,Fiber optic,Yes,2,70.2,115.95
3656-TKRVZ,DSL,Yes,3,55.35,165.2
7011-CVEUC,Fiber optic,No,25,95.7,2338.35
6185-TASNN,DSL,No,1,46.3,46.3
7925-PNRGI,DSL,No,45,81.3,3541.1
8623-TMRBY,Fiber optic,Yes,51,84.2,4146.05
1552-CZCLL,No,No,55,20.0,1087.25
3038-PQIUY,DSL,No,38,66.15,2522.4
1501-SGHBW,DSL,Yes,2,45.85,81.0
9313-CDOGY,No,No,38,19.6,717.3
8148-BPLZQ,DSL,No,34,49.8,1734.2
2623-DRYAM,Fiber optic,No,70,101.75,7069.3
9987-LUTYD,DSL,No,13,55.15,742.9
3208-YPIOE,Fiber optic,Yes,39,75.25,3017.65
4488-KQFDT,Fiber optic,No,61,103.95,6423.0
2612-RANWT,Fiber optic,Yes,12,100.15,1164.3
5693-PIPCS,Fiber optic,No,41,99.65,4220.35
0491-KAPQG,Fiber optic,No,21,73.7,1558.7
1925-LFCZZ,DSL,No,55,50.05,2743.45
8039-EQPIM,DSL,No,69,60.25,4055.5
6900-PXRMS,Fiber optic,Yes,26,105.75,2710.25
8707-RMEZH,Fiber optic,No,69,87.3,6055.55
3346-BRMIS,DSL,Yes,18,48.35,810.7
3209-ZPKFI,DSL,No,47,54.25,2538.2
6479-VDGRK,DSL,No,72,85.3,6129.2
9373-WSLOY,DSL,No,33,50.0,1750.85
2933-FILNV,DSL,Yes,2,24.4,36.55
3569-JFODW,DSL,No,72,90.95,6652.45
9819-FBNSV,Fiber optic,No,37,72.25,2575.45
9544-PYPSJ,Fiber optic,No,62,96.1,6019.35
1591-XWLGB,No,No,71,19.85,1379.6
0396-UKGAI,DSL,No,23,55.3,1284.2
3243-ZHOHY,No,No,16,20.1,296.15
5186-EJEGL,DSL,No,9,69.5,653.25
7527-QNRUS,No,No,17,25.15,412.6
9986-BONCE,No,Yes,4,20.95,85.5
2722-JMONI,DSL,Yes,1,49.55,49.55
2203-GHNWN,Fiber optic,No,24,79.65,1928.7
3878-AVSOQ,Fiber optic,No,1,71.25,71.25
3258-SYSWS,Fiber optic,No,72,113.8,7845.8
5296-PSYVW,No,No,72,24.55,1750.7
6319-QSUSR,No,No,11,19.7,216.2
4083-EUGRJ,No,Yes,9,20.25,178.5
7579-OOPEC,DSL,Yes,2,50.15,115.1
0512-FLFDW,Fiber optic,No,60,100.5,6029.0
1771-OADNZ,Fiber optic,Yes,29,95.9,2745.2
0487-CRLZF,DSL,No,49,74.45,3721.9
2107-FBPTK,Fiber optic,No,30,104.1,3121.1
9451-WLYRI,No,No,53,19.05,990.45
8219-VYBVI,No,No,39,25.0,1004.35
1991-VOPLL,No,No,9,19.05,157.65
9738-QLWTP,Fiber optic,No,39,81.9,3219.75
1016-DJTSV,Fiber optic,No,8,69.7,572.85
9419-IPPBE,Fiber optic,No,51,90.15,4554.85
0174-QRVVY,No,No,71,25.35,1847.55
5699-BNCAS,No,No,71,24.65,1766.75
2900-PHPLN,No,No,70,19.55,1462.05
0612-RTZZA,DSL,Yes,1,25.25,25.25
8106-GWQOK,DSL,No,38,60.0,2193.2
8751-EDEKA,Fiber optic,No,28,89.9,2433.5
6878-GGDWG,No,No,32,19.4,641.15
4039-PIMHX,DSL,No,49,49.8,2398.4
8450-LUGUK,No,No,37,24.1,861.85
3604-WLABM,DSL,No,10,54.25,583.0
0795-GMVQO,Fiber optic,No,67,109.9,7332.4
2259-OUUSZ,DSL,No,7,35.5,249.55
1142-IHLOO,Fiber optic,No,51,87.55,4475.9
6410-LEFEN,DSL,Yes,9,45.15,416.45
4633-MKHYU,Fiber optic,No,9,88.4,788.6
6257-RJOHI,DSL,No,4,50.8,202.3
1545-JFUML,Fiber optic,No,71,99.0,6994.6
3194-ORPIK,Fiber optic,Yes,50,84.4,4116.15
7826-VVKWT,Fiber optic,No,24,96.55,2263.45
1353-GHZOS,DSL,No,22,59.75,1374.35
2587-EKXTS,Fiber optic,No,44,111.5,4915.15
5442-BXVND,No,No,33,24.25,838.5
8816-VXNZD,Fiber optic,Yes,1,75.1,75.1
9378-FXTIZ,DSL,Yes,54,70.15,3715.65
1723-HKXJQ,Fiber optic,Yes,42,101.75,4273.45
7825-GKXMW,DSL,Yes,1,45.8,45.8
9753-OYLBX,No,No,1,20.5,20.5
2364-UFROM,DSL,No,30,70.4,2044.75
6656-JWRQX,DSL,No,1,30.55,30.55
6473-ULUHT,DSL,No,16,84.9,1398.25
1240-KNSEZ,No,Yes,1,20.1,20.1
0836-SEYLU,DSL,Yes,9,40.65,328.95
4433-JCGCG,Fiber optic,Yes,46,101.0,4680.05
3716-BDVDB,Fiber optic,Yes,1,69.1,69.1
7688-AWMDX,DSL,No,71,54.5,3778.2
2842-BCQGE,Fiber optic,No,43,75.35,3161.4
7244-QWYHG,DSL,No,50,44.45,2188.45
5899-MQZZL,Fiber optic,Yes,13,75.0,999.45
6849-OYAMU,Fiber optic,Yes,19,100.0,1888.65
5312-UXESG,Fiber optic,No,41,98.05,3990.6
9488-HGMJH,Fiber optic,Yes,1,71.15,71.15
6038-GCYEC,DSL,Yes,24,54.15,1240.25
2150-WLKUW,DSL,No,40,63.9,2635.0
7159-FVYPK,DSL,No,3,69.15,235.0
7032-LMBHI,DSL,No,37,64.65,2347.85
1150-WFARN,Fiber optic,Yes,67,108.75,7156.2
6088-BXMRG,Fiber optic,No,32,98.85,3089.6
3144-AUDBS,DSL,Yes,6,49.15,270.8
4821-SJHJV,Fiber optic,No,32,89.6,2901.8
7346-MEDWM,Fiber optic,No,59,83.25,4949.1
1137-DGOWI,DSL,No,30,70.25,2198.9
5616-PRTNT,No,Yes,20,19.4,374.5
3812-LRZIR,No,No,27,24.5,761.95
4818-QIUFN,Fiber optic,Yes,20,79.15,1520.9
9483-GCPWE,No,No,9,20.1,190.25
4227-OJHAL,DSL,No,68,73.0,5163.0
9220-CXRSC,DSL,No,69,61.4,4059.85
4993-JCRGJ,Fiber optic,No,26,84.3,2281.6
9537-JALFH,No,No,69,19.9,1356.7
6698-OXETB,No,No,11,20.4,231.45
2103-ZRXFN,DSL,No,1,50.75,50.75
3724-BSCVH,No,No,10,20.45,242.4
4877-TSOFF,DSL,No,55,75.75,4264.25
9209-NWPGU,DSL,No,44,65.4,2774.55
6961-VCPMC,Fiber optic,Yes,46,80.4,3605.2
7306-YDSOI,DSL,No,69,59.75,4069.9
5288-AHOUP,Fiber optic,No,11,78.5,874.2
6688-UZPWD,Fiber optic,Yes,11,102.0,1145.35
0655-YDGFJ,DSL,No,29,48.95,1323.7
8468-EHYJA,Fiber optic,No,57,99.65,5497.05
6823-SIDFQ,No,No,28,18.25,534.7
1097-FSPVW,DSL,No,42,54.55,2455.05
2839-RFSQE,No,Yes,2,20.65,38.7
8328-SKJNO,DSL,No,23,40.65,947.4
7010-ZMVBF,No,No,18,20.45,357.0
5201-CBWYG,No,No,62,24.8,1476.25
0968-GSIKN,Fiber optic,Yes,1,70.8,70.8
1965-DDBWU,Fiber optic,Yes,16,89.05,1448.6
9057-SIHCH,Fiber optic,Yes,3,96.6,291.9
6352-GIGGQ,DSL,No,67,88.8,5903.15
3635-QQRQD,No,No,62,20.05,1201.65
6771-XWBDM,Fiber optic,Yes,57,104.5,5921.35
2897-DOVND,Fiber optic,No,2,69.8,146.65
3082-YVEKW,DSL,No,23,77.15,1759.4
0191-EQUUH,DSL,No,25,35.05,844.45
7134-HBPBS,Fiber optic,No,72,108.1,7774.05
3489-HHPFY,Fiber optic,No,2,84.05,134.05
2926-JEJJC,No,No,8,20.2,140.95
8601-QACRS,DSL,Yes,5,50.6,249.95
4950-BDEUX,DSL,No,35,49.2,1701.65
5789-LDFXO,No,No,24,24.6,592.65
0508-OOLTO,Fiber optic,No,2,71.65,135.75
2984-TBYKU,Fiber optic,No,72,104.9,7732.65
9822-WMWVG,Fiber optic,No,41,106.5,4282.4
2391-SOORI,DSL,Yes,4,49.35,219.65
9040-KZVWO,Fiber optic,No,26,75.5,2018.1
2645-QTLMB,Fiber optic,Yes,7,94.25,669.0
4806-HIPDW,Fiber optic,Yes,1,68.95,68.95
1548-ARAGG,DSL,No,4,58.5,224.85
6339-RZCBJ,DSL,No,48,78.9,3771.5
4424-TKOPW,Fiber optic,Yes,2,93.85,196.75
4415-WNGVR,DSL,No,12,79.2,943.85
2522-AHJXR,Fiber optic,No,60,109.45,6572.85
0412-UCCNP,DSL,No,55,59.2,3175.85
1816-FLZDK,DSL,No,1,29.15,29.15
7096-UCLNH,No,No,1,20.05,20.05
8443-ZRDBZ,Fiber optic,Yes,4,76.05,318.9
9136-ALYBR,DSL,Yes,1,24.45,24.45
4615-PIVVU,DSL,No,42,66.5,2762.75
8885-QSQBX,DSL,No,1,49.55,49.55
7479-NITWS,Fiber optic,Yes,7,89.35,631.85
8617-ENBDS,Fiber optic,No,3,73.6,232.5
9385-NXKDA,DSL,No,72,82.65,5919.35
0430-IHCDJ,DSL,No,15,49.0,749.25
2959-MJHIC,Fiber optic,Yes,4,80.35,307.4
6674-KVJHG,No,No,11,25.2,245.15
1814-DKOLC,No,No,5,25.45,134.75
4201-JMNGR,DSL,Yes,1,55.8,55.8
9351-HXDMR,Fiber optic,No,72,110.9,8240.85
3537-HPKQT,Fiber optic,No,55,77.75,4266.4
2129-ALKBS,No,No,40,26.2,1077.5
5821-MMEIL,No,No,57,19.9,1115.6
5960-WPXQM,Fiber optic,Yes,1,79.05,79.05
0684-AOSIH,Fiber optic,Yes,1,95.0,95.0
8260-NGFNY,DSL,Yes,1,25.2,25.2
1309-XGFSN,DSL,No,52,80.85,4079.55
1866-RZZQS,Fiber optic,Yes,41,98.4,4187.75
6968-URWQU,DSL,No,43,56.35,2391.15
4742-TXUEX,No,No,47,19.3,890.5
9631-XEYKE,DSL,No,3,50.4,137.25
8631-NBHFZ,DSL,Yes,66,79.4,5154.6
1335-MXCSE,DSL,No,55,55.25,3119.9
8873-TMKGR,No,No,29,19.1,529.5
8800-JOOCF,Fiber optic,No,12,84.05,966.55
1469-LBJQJ,Fiber optic,No,66,105.2,6936.85
4958-XCBDQ,Fiber optic,Yes,35,101.4,3496.3
8337-UPOAQ,Fiber optic,Yes,10,89.8,914.3
0064-YIJGF,Fiber optic,No,27,75.75,1929.0
2386-OWURY,Fiber optic,No,58,95.3,5817.7
1725-IQNIY,Fiber optic,Yes,54,109.75,6110.2
0310-VQXAM,No,No,9,19.85,178.8
6598-RFFVI,No,Yes,2,19.3,28.3
3453-RTHJQ,Fiber optic,No,6,69.1,435.0
6712-OAWRH,Fiber optic,Yes,26,91.25,2351.8
6278-FEPBZ,No,No,9,20.25,186.15
4280-DLSHD,DSL,No,8,54.75,445.85
1508-DFXCU,Fiber optic,No,12,81.45,912.0
8614-VGMMV,DSL,Yes,15,49.1,679.55
7868-BGSZA,DSL,No,43,80.2,3581.6
2800-QQUSO,Fiber optic,No,42,100.3,4222.95
2930-UOTMB,DSL,Yes,31,65.25,1994.3
7973-DZRKH,Fiber optic,No,66,90.95,5930.05
5914-DVBWJ,Fiber optic,Yes,18,85.45,1505.85
7698-YFGEZ,No,No,1,20.0,20.0
2533-QVMSK,Fiber optic,Yes,61,94.1,5638.3
9773-PEQBZ,Fiber optic,No,10,79.85,797.25
8644-XLFBW,Fiber optic,Yes,1,71.65,71.65
0650-BWOZN,Fiber optic,No,18,73.55,1359.45
8625-AZYZY,Fiber optic,Yes,24,104.65,2542.45
7785-RDVIG,No,No,3,19.3,54.7
9602-WCXPI,No,No,50,20.15,989.05
2903-YYTBW,DSL,No,1,44.55,44.55
3620-MWJNE,DSL,No,2,54.45,87.3
8573-JGCZW,No,No,17,19.65,351.55
6837-HAEVO,Fiber optic,No,69,105.0,7297.75
6701-YVNQG,DSL,No,72,88.7,6301.7
9306-CPCBC,Fiber optic,Yes,3,74.25,210.3
4304-XUMGI,DSL,No,50,75.15,3822.45
9504-YAZWB,No,No,53,20.25,1048.45
8819-ZBYNA,Fiber optic,No,58,109.1,6393.65
6174-NRBTZ,DSL,No,46,30.75,1489.3
9481-IEBZY,Fiber optic,No,72,112.9,8061.5
1833-VGRUM,Fiber optic,Yes,1,74.2,74.2
6137-NICCO,Fiber optic,No,6,94.05,518.75
9065-ZCPQX,DSL,No,72,78.85,5763.15
6402-EJMWF,DSL,No,4,55.3,238.5
3620-EHIMZ,No,No,52,19.35,1031.7
6870-ECSHE,No,No,2,20.45,34.8
8747-UDCOI,No,No,65,19.35,1319.95
8374-XGEJJ,Fiber optic,Yes,43,101.0,4388.4
2656-TABEH,Fiber optic,Yes,4,100.2,420.2
6946-LMSQS,Fiber optic,Yes,25,89.05,2177.45
4626-OZDTJ,DSL,No,51,78.65,3950.85
9169-BSVIN,DSL,No,12,74.75,827.05
2325-ZUSFD,DSL,Yes,57,70.1,3913.3
8194-PEEBY,No,No,24,19.9,533.5
6872-HXFNF,DSL,No,64,58.35,3756.45
3932-CMDTD,Fiber optic,Yes,4,105.65,443.9
7714-YXSMB,Fiber optic,No,26,100.5,2599.95
8387-UGUSU,No,No,15,20.05,284.3
1080-BWSYE,No,No,64,25.65,1740.8
4039-HEUNW,Fiber optic,Yes,36,96.5,3436.1
1194-HVAIF,Fiber optic,No,27,95.0,2462.55
0812-WUPTB,Fiber optic,Yes,1,70.85,70.85
3594-UVONA,DSL,Yes,35,85.95,3110.1
0004-TLHLJ,Fiber optic,Yes,4,73.9,280.85
1767-TGTKO,DSL,No,8,45.45,411.75
8439-LTUGF,No,No,10,20.0,198.6
8805-JNRAZ,DSL,No,2,49.2,103.7
5089-IFSDP,Fiber optic,Yes,58,109.45,6144.55
6418-HNFED,DSL,No,51,83.25,4089.45
0206-OYVOC,No,No,46,19.25,864.2
7291-CDTMJ,No,No,1,19.65,19.65
7128-GGCNO,Fiber optic,No,46,72.8,3249.4
0237-YFUTL,Fiber optic,No,50,109.65,5405.8
7691-KGKGP,DSL,No,53,65.0,3363.8
6710-HSJRD,Fiber optic,No,61,114.1,7132.15
3675-EQOZA,No,No,5,20.65,93.55
0840-DCNZE,DSL,No,47,86.95,4138.9
1732-FEKLD,Fiber optic,No,54,94.75,5121.75
9862-KJTYK,DSL,No,19,25.35,566.1
0479-HMSWA,Fiber optic,No,26,105.45,2715.3
5854-KSRBJ,No,No,70,25.4,1782.05
0365-BZUWY,Fiber optic,No,17,102.55,1742.5
4817-VYYWS,Fiber optic,Yes,30,100.2,2983.8
5701-SVCWR,No,No,1,24.0,24.0
3129-AAQOU,No,No,19,25.6,485.9
4922-CVPDX,DSL,No,26,73.5,1905.7
1396-QWFBJ,Fiber optic,Yes,21,74.05,1565.7
1357-BIJKI,Fiber optic,No,50,98.25,4858.7
1099-BTKWT,DSL,No,68,54.4,3723.65
5299-SJCZT,Fiber optic,Yes,3,101.55,298.35
2018-PZKMU,Fiber optic,No,9,103.1,970.45
7340-KEFQE,DSL,No,51,34.2,1782.0
4570-QHXHL,DSL,No,9,43.75,405.7
2403-BCASL,Fiber optic,Yes,41,111.95,4534.9
7392-YYPYJ,Fiber optic,No,22,100.65,2415.95
2898-LSJGD,DSL,Yes,21,55.95,1157.05
2223-GDSHL,Fiber optic,No,71,116.05,8297.5
7359-PTSXY,DSL,Yes,1,45.75,45.75
9470-RTWDV,DSL,No,26,82.0,2083.1
2176-OSJUV,DSL,No,71,65.15,4681.75
9348-YVOMK,DSL,No,4,44.8,176.2
8104-OSKWT,Fiber optic,No,12,79.8,1001.2
4521-YEEHE,Fiber optic,No,18,88.85,1594.75
4090-KPJIP,Fiber optic,No,3,74.95,212.4
3786-WOVKF,Fiber optic,No,72,106.85,7677.4
4503-BDXBD,Fiber optic,Yes,11,74.95,815.5
6086-ESGRL,Fiber optic,Yes,1,80.15,80.15
2592-HODOV,No,No,13,19.3,259.65
3886-CERTZ,Fiber optic,Yes,72,109.25,8109.8
7995-ZHHNZ,DSL,No,42,56.1,2386.85
3824-RHKVR,No,No,17,19.7,340.35
5816-SCGFC,DSL,No,7,51.3,419.35
5989-AXPUC,Fiber optic,No,68,118.6,7990.05
4979-HPRFL,No,No,56,24.15,1402.25
8590-OHDIW,No,No,38,20.3,749.35
8015-IHCGW,Fiber optic,No,72,115.5,8425.15
2332-TODQS,No,No,48,25.05,1171.5
9278-VZKCD,Fiber optic,No,52,109.1,5647.95
8008-OTEZX,No,No,35,19.65,708.8
2773-OVBPK,Fiber optic,No,67,111.3,7567.2
5999-LCXAO,DSL,No,1,29.9,29.9
5206-XZZQI,Fiber optic,No,53,80.6,4348.1
4803-LBYPN,No,No,34,20.8,635.9
5759-RCVCB,DSL,Yes,3,35.2,108.95
6372-RFVNS,Fiber optic,Yes,1,78.8,78.8
2139-FQHLM,Fiber optic,No,19,89.95,1682.4
8261-GWDBQ,Fiber optic,No,60,116.05,6925.9
1093-YSWCA,No,No,11,19.55,223.15
8938-UMKPI,Fiber optic,Yes,47,106.4,5127.95
0991-BRRFB,DSL,Yes,18,49.4,874.8
3882-IYOIJ,Fiber optic,No,60,115.25,6758.45
8749-TZYEC,No,No,72,24.8,1874.3
1755-FZQEC,No,No,39,19.9,791.15
3115-JPJDD,Fiber optic,No,59,81.25,4639.45
5600-KTXFM,Fiber optic,No,2,69.95,143.9
3871-IKPYH,Fiber optic,Yes,1,69.1,69.1
6319-IEJWJ,Fiber optic,Yes,20,90.2,1776.55
9025-AOMKI,Fiber optic,Yes,6,93.55,536.4
6339-TBELP,Fiber optic,No,71,86.4,6172.0
7964-YESJC,DSL,No,24,66.3,1559.45
6173-GOLSU,Fiber optic,No,67,94.65,6079.0
5275-SQEIZ,Fiber optic,Yes,1,80.85,80.85
7716-YTYHG,Fiber optic,Yes,48,82.05,4029.95
9938-ZREHM,DSL,No,37,72.1,2658.4
7950-XWOVN,DSL,No,11,34.7,383.55
4390-KYULV,No,Yes,3,20.55,51.15
4647-MUZON,Fiber optic,No,18,95.95,1745.5
9702-AIUJO,DSL,No,50,44.8,2230.85
8849-PRIQJ,Fiber optic,No,67,109.4,7281.6
8851-RAGOV,DSL,No,25,71.05,1837.7
1304-NECVQ,Fiber optic,Yes,2,78.55,149.55
5396-IZEPB,No,No,9,19.7,180.7
1729-VLAZJ,DSL,No,10,40.25,411.45
8285-ABVLB,No,No,70,19.85,1328.35
0701-TJSEF,DSL,No,9,68.25,576.95
5712-VBOXD,No,No,4,20.15,68.45
6629-LADHQ,DSL,No,2,50.95,123.05
8945-GRKHX,Fiber optic,Yes,1,78.65,78.65
1559-DTODC,DSL,No,19,25.15,468.35
4797-MIWUM,No,No,7,20.25,174.7
6959-UWKHF,DSL,Yes,1,42.9,42.9
8720-RQSBJ,DSL,No,1,44.0,44.0
4537-CIBHB,No,No,9,20.25,172.35
3815-SLMEF,DSL,Yes,3,34.25,139.35
5154-VEKBL,DSL,Yes,9,58.5,539.85
4324-AHJKS,DSL,No,5,55.8,300.4
4355-CVPVS,Fiber optic,No,56,88.9,4968.0
4495-LHSSK,DSL,No,18,57.65,992.7
5655-JSMZM,Fiber optic,Yes,49,96.2,4718.25
5915-ANOEI,DSL,No,70,79.15,5536.5
9861-PDSZP,Fiber optic,No,72,108.05,7806.6
4505-EXZHB,Fiber optic,Yes,6,74.4,434.1
7225-CBZPL,Fiber optic,No,17,94.8,1563.9
6704-UTUKK,DSL,No,29,45.9,1332.4
4587-VVTOX,Fiber optic,Yes,6,105.3,545.2
2019-HDCZY,Fiber optic,No,63,102.6,6296.75
4652-NNHNY,Fiber optic,Yes,16,73.85,1284.2
8788-DOXSU,DSL,No,59,61.35,3645.5
7404-JLKQG,DSL,No,3,57.55,161.45
7421-ZLUPA,DSL,No,8,29.25,226.95
8972-HJWNV,Fiber optic,Yes,7,84.55,646.85
3274-NSDWE,No,No,68,19.6,1441.65
2632-IVXVF,Fiber optic,No,68,111.75,7511.3
3692-JHONH,Fiber optic,No,52,106.5,5621.85
8915-NNTRC,Fiber optic,No,72,107.7,7919.8
5914-GXMDA,No,No,32,19.3,593.2
7463-IFMQU,No,No,72,20.05,1423.65
2920-RNCEZ,Fiber optic,No,1,69.95,69.95
2541-YGPKE,DSL,No,42,63.7,2763.35
8515-OCTJS,No,Yes,25,24.75,692.1
5382-TEMLV,DSL,No,45,50.9,2298.55
3441-CGZJH,DSL,No,43,60.4,2640.55
9592-ERDKV,DSL,No,37,79.25,2911.8
2860-RANUS,Fiber optic,Yes,20,85.8,1727.5
5261-QSHQM,DSL,Yes,4,24.45,86.6
4778-IZARL,Fiber optic,No,63,110.1,6705.7
0432-CAJZV,Fiber optic,No,3,90.7,237.65
7008-LZVOZ,No,No,66,25.3,1672.35
8868-WOZGU,Fiber optic,Yes,28,105.7,2979.5
1200-TUZHR,Fiber optic,No,8,85.2,695.75
9365-CSLBQ,No,No,71,24.35,1654.6
1334-FJSVR,DSL,Yes,1,24.25,24.25
5884-FBCTL,No,No,72,25.1,1857.85
7130-CTCUS,DSL,No,16,54.55,825.1
6242-FEGFD,Fiber optic,No,66,96.6,6424.25
7625-XCQRH,Fiber optic,Yes,11,76.5,837.95
6194-HBGQN,DSL,No,51,81.15,4126.2
7634-WSWDB,DSL,No,8,38.5,330.8
6986-IXNDM,Fiber optic,No,14,92.9,1337.45
1731-TVIUK,Fiber optic,Yes,4,93.5,362.2
2987-BJXIK,DSL,No,70,84.7,5991.05
9769-TSBZE,DSL,No,70,66.0,4891.5
0406-BPDVR,Fiber optic,Yes,54,101.5,5373.1
0618-XWMSS,Fiber optic,Yes,28,74.9,2068.55
1395-WSWXR,No,No,24,20.75,487.05
6023-GSSXW,DSL,No,69,61.45,4131.2
6752-APNJL,DSL,No,42,54.5,2301.15
5276-KQWHG,Fiber optic,Yes,2,69.6,131.65
0420-HLGXF,Fiber optic,No,39,99.75,4036.0
7446-KQISO,Fiber optic,No,45,109.75,4900.65
